directorCd,directorNm,repRoleNm,filmos
10037886,쉐인 블랙,감독,"[{'movieCd': '20188581', 'movieNm': '더 프레데터', 'moviePartNm': '감독'}, {'movieCd': '20165041', 'movieNm': '나이스 가이즈', 'moviePartNm': '감독'}, {'movieCd': '20166883', 'movieNm': '언럭키맨', 'moviePartNm': '배우'}, {'movieCd': '20121621', 'movieNm': '아이언맨 3', 'moviePartNm': '감독'}, {'movieCd': '20058310', 'movieNm': '키스 키스 뱅뱅', 'moviePartNm': '감독'}, {'movieCd': '19960356', 'movieNm': '롱 키스 굿나잇 ', 'moviePartNm': '시나리오(각본)'}]"
10085422,리양우,감독,"[{'movieCd': '20188342', 'movieNm': '바니부기: 드래곤 에그를 찾아서', 'moviePartNm': '감독'}]"
10003620,김광식,감독,"[{'movieCd': '20176122', 'movieNm': '안시성', 'moviePartNm': '감독'}, {'movieCd': '20176122', 'movieNm': '안시성', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20139401', 'movieNm': '찌라시: 위험한 소문', 'moviePartNm': '감독'}, {'movieCd': '20139401', 'movieNm': '찌라시: 위험한 소문', 'moviePartNm': '각색'}, {'movieCd': '20100256', 'movieNm': '내 깡패 같은 애인', 'moviePartNm': '감독'}, {'movieCd': '20100256', 'movieNm': '내 깡패 같은 애인', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20070419', 'movieNm': '오프 로드', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20020226', 'movieNm': '오아시스', 'moviePartNm': '조감독'}, {'movieCd': '19990081', 'movieNm': '얼굴', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '19970059', 'movieNm': '억수탕(3pm Paradise)', 'moviePartNm': '각색'}, {'movieCd': '20081078', 'movieNm': '비천괴수', 'moviePartNm': '특수효과'}]"
10029586,박희곤,감독,"[{'movieCd': '20172204', 'movieNm': '명당', 'moviePartNm': '감독'}, {'movieCd': '20172204', 'movieNm': '명당', 'moviePartNm': '각색'}, {'movieCd': '20189783', 'movieNm': '챔피언', 'moviePartNm': '기획'}, {'movieCd': '20113260', 'movieNm': '퍼펙트 게임', 'moviePartNm': '감독'}, {'movieCd': '20113260', 'movieNm': '퍼펙트 게임', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20090225', 'movieNm': '인사동 스캔들', 'moviePartNm': '감독'}, {'movieCd': '20090225', 'movieNm': '인사동 스캔들', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20020193', 'movieNm': '아 유 레디?', 'moviePartNm': '프로듀서'}]"
20114792,이종석,감독,"[{'movieCd': '20177308', 'movieNm': '협상', 'moviePartNm': '감독'}, {'movieCd': '20177308', 'movieNm': '협상', 'moviePartNm': '각색'}, {'movieCd': '20176104', 'movieNm': '그것만이 내 세상', 'moviePartNm': '기획'}, {'movieCd': '20136068', 'movieNm': '히말라야', 'moviePartNm': '각색'}, {'movieCd': '20137048', 'movieNm': '국제시장', 'moviePartNm': '배우'}, {'movieCd': '20137048', 'movieNm': '국제시장', 'moviePartNm': '조감독'}, {'movieCd': '20112208', 'movieNm': '더 킥', 'moviePartNm': '감독'}, {'movieCd': '20112208', 'movieNm': '더 킥', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20112208', 'movieNm': '더 킥', 'moviePartNm': '스토리'}, {'movieCd': '20070289', 'movieNm': '리턴', 'moviePartNm': '조감독'}]"
10076618,코린 하디,감독,"[{'movieCd': '20189262', 'movieNm': '더 넌', 'moviePartNm': '감독'}]"
20171642,우시로 신지,감독,"[{'movieCd': '20188304', 'movieNm': '극장판 요괴워치 섀도사이드: 도깨비왕의 부활', 'moviePartNm': '감독'}, {'movieCd': '20172142', 'movieNm': '극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!', 'moviePartNm': '감독'}, {'movieCd': '20150501', 'movieNm': '극장판 요괴워치: 탄생의 비밀이다냥!', 'moviePartNm': '감독'}, {'movieCd': '20137295', 'movieNm': '스트레이트 재킷', 'moviePartNm': '감독'}]"
10052360,울프강 라우엔슈타인,감독,"[{'movieCd': '20189268', 'movieNm': '루이스', 'moviePartNm': '감독'}]"
10080742,닛타 노리오,감독,"[{'movieCd': '20180167', 'movieNm': '에그엔젤 코코밍: 두근두근 핼러윈 파티', 'moviePartNm': '감독'}, {'movieCd': '20171022', 'movieNm': '극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계', 'moviePartNm': '감독'}]"
20309473,정미화,감독,"[{'movieCd': '20189746', 'movieNm': '극장판 뽀잉: 슈퍼 변신의 비밀', 'moviePartNm': '감독'}, {'movieCd': '20189746', 'movieNm': '극장판 뽀잉: 슈퍼 변신의 비밀', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20189746', 'movieNm': '극장판 뽀잉: 슈퍼 변신의 비밀', 'moviePartNm': '기획'}, {'movieCd': '20189746', 'movieNm': '극장판 뽀잉: 슈퍼 변신의 비밀', 'moviePartNm': '작사/작곡/편곡'}]"
10066770,조원희,감독,"[{'movieCd': '20167903', 'movieNm': '원더풀 고스트', 'moviePartNm': '감독'}, {'movieCd': '20100300', 'movieNm': '죽이고 싶은', 'moviePartNm': '감독'}, {'movieCd': '20100300', 'movieNm': '죽이고 싶은', 'moviePartNm': '배우'}, {'movieCd': '20100300', 'movieNm': '죽이고 싶은', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20060378', 'movieNm': '애니 프란체스카', 'moviePartNm': '시나리오(각본)'}]"
20120723,루벤 플레셔,감독,"[{'movieCd': '20177221', 'movieNm': '베놈', 'moviePartNm': '감독'}, {'movieCd': '20128550', 'movieNm': '갱스터 스쿼드', 'moviePartNm': '감독'}, {'movieCd': '20135194', 'movieNm': '털기 아니면 죽기 : 제한시간 30분', 'moviePartNm': '감독'}, {'movieCd': '20098317', 'movieNm': '좀비랜드', 'moviePartNm': '감독'}]"
10006085,김태균,감독,"[{'movieCd': '20159286', 'movieNm': '연애담', 'moviePartNm': '프로듀서'}, {'movieCd': '20162581', 'movieNm': '연애의 발동 : 상해 여자, 부산 남자', 'moviePartNm': '감독'}, {'movieCd': '20134585', 'movieNm': '가시', 'moviePartNm': '감독'}, {'movieCd': '20134585', 'movieNm': '가시', 'moviePartNm': '제작'}, {'movieCd': '20130482', 'movieNm': '잉투기', 'moviePartNm': '프로듀서'}, {'movieCd': '20100210', 'movieNm': '맨발의 꿈', 'moviePartNm': '감독'}, {'movieCd': '20100210', 'movieNm': '맨발의 꿈', 'moviePartNm': '각색'}, {'movieCd': '20100210', 'movieNm': '맨발의 꿈', 'moviePartNm': '제작'}, {'movieCd': '20100210', 'movieNm': '맨발의 꿈', 'moviePartNm': '기획진행'}, {'movieCd': '20100207', 'movieNm': '피안도', 'moviePartNm': '감독'}, {'movieCd': '20080663', 'movieNm': '크로싱', 'moviePartNm': '감독'}, {'movieCd': '20060015', 'movieNm': '백만장자의 첫사랑', 'moviePartNm': '감독'}, {'movieCd': '20040576', 'movieNm': '늑대의 유혹', 'moviePartNm': '감독'}, {'movieCd': '20040576', 'movieNm': '늑대의 유혹', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20030441', 'movieNm': '이공', 'moviePartNm': '감독'}, {'movieCd': '20010006', 'movieNm': '화산고', 'moviePartNm': '감독'}, {'movieCd': '20010006', 'movieNm': '화산고', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '19980020', 'movieNm': '키스할까요', 'moviePartNm': '감독'}, {'movieCd': '19960018', 'movieNm': '박봉곤 가출사건', 'moviePartNm': '감독'}, {'movieCd': '19950040', 'movieNm': '남자는 괴로워', 'moviePartNm': '프로듀서'}, {'movieCd': '19900047', 'movieNm': '나의 사랑, 나의 신부', 'moviePartNm': '라인프로듀서'}, {'movieCd': '20051304', 'movieNm': '아임 오케이', 'moviePartNm': '감독'}, {'movieCd': '20031352', 'movieNm': '편의점2시', 'moviePartNm': '감독'}, {'movieCd': '20060036', 'movieNm': '3인 3색 러브스토리 : 사랑즐감', 'moviePartNm': '감독'}]"
10024440,마크 포스터,감독,"[{'movieCd': '20189123', 'movieNm': '곰돌이 푸 다시 만나 행복해', 'moviePartNm': '감독'}, {'movieCd': '20122122', 'movieNm': '월드 워 Z', 'moviePartNm': '감독'}, {'movieCd': '20133942', 'movieNm': '머신건 프리처 감독판', 'moviePartNm': '감독'}, {'movieCd': '20125486', 'movieNm': '머신건 프리처', 'moviePartNm': '감독'}, {'movieCd': '20081484', 'movieNm': '007 퀀텀 오브 솔러스', 'moviePartNm': '감독'}, {'movieCd': '20080080', 'movieNm': '연을 쫓는 아이', 'moviePartNm': '감독'}, {'movieCd': '20070438', 'movieNm': '스트레인저 댄 픽션', 'moviePartNm': '감독'}, {'movieCd': '20050275', 'movieNm': '스테이', 'moviePartNm': '감독'}, {'movieCd': '20050004', 'movieNm': '네버랜드를 찾아서', 'moviePartNm': '감독'}, {'movieCd': '20020243', 'movieNm': '몬스터 볼', 'moviePartNm': '감독'}]"
10068081,존 스티븐슨,감독,"[{'movieCd': '20189462', 'movieNm': '셜록 놈즈', 'moviePartNm': '감독'}, {'movieCd': '20080653', 'movieNm': '쿵푸 팬더', 'moviePartNm': '감독'}]"
10057572,이지원,감독,"[{'movieCd': '20189067', 'movieNm': '미쓰백', 'moviePartNm': '감독'}, {'movieCd': '20189067', 'movieNm': '미쓰백', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20070072', 'movieNm': '우아한 세계', 'moviePartNm': '윤색'}, {'movieCd': '20040671', 'movieNm': '주홍글씨', 'moviePartNm': '스크립터'}, {'movieCd': '20010047', 'movieNm': '번지점프를 하다', 'moviePartNm': '연출팀'}, {'movieCd': '2010A097', 'movieNm': '그녀에게', 'moviePartNm': '감독'}, {'movieCd': '20070547', 'movieNm': '판타스틱 자살소동', 'moviePartNm': '스토리'}]"
10044124,마이크 데블린,감독,"[{'movieCd': '20196523', 'movieNm': '다이노 어드벤처: 에일리언 월드', 'moviePartNm': '감독'}, {'movieCd': '20180770', 'movieNm': '다이노 어드벤처2: 육해공 공룡 대백과', 'moviePartNm': '감독'}, {'movieCd': '20196116', 'movieNm': '다이노 어드벤처: 뉴 자이언트', 'moviePartNm': '감독'}, {'movieCd': '20195916', 'movieNm': '다이노 어드벤처: 육해공 킬러 엘리트', 'moviePartNm': '감독'}]"
20185450,조하네스 로버츠,감독,"[{'movieCd': '20193665', 'movieNm': '47미터 2', 'moviePartNm': '감독'}, {'movieCd': '20181262', 'movieNm': '노크: 초대받지 않은 손님', 'moviePartNm': '감독'}, {'movieCd': '20177181', 'movieNm': '47 미터', 'moviePartNm': '감독'}, {'movieCd': '20149847', 'movieNm': '에일리언 인베이젼', 'moviePartNm': '감독'}, {'movieCd': '20136896', 'movieNm': '에프 ', 'moviePartNm': '감독'}]"
10023193,마이클 수지,감독,"[{'movieCd': '20188661', 'movieNm': '에브리데이', 'moviePartNm': '감독'}, {'movieCd': '20124874', 'movieNm': '서약', 'moviePartNm': '감독'}, {'movieCd': '20098174', 'movieNm': '그레이 가든스', 'moviePartNm': '감독'}]"
10028369,조나단 베이커,감독,"[{'movieCd': '20180624', 'movieNm': '킨: 더 비기닝', 'moviePartNm': '감독'}, {'movieCd': '20182668', 'movieNm': '인컨시버블', 'moviePartNm': '감독'}]"
10009698,데이미언 셔젤,감독,"[{'movieCd': '20186321', 'movieNm': '퍼스트맨', 'moviePartNm': '감독'}, {'movieCd': '20167904', 'movieNm': '라라랜드', 'moviePartNm': '감독'}, {'movieCd': '20145141', 'movieNm': '위플래쉬', 'moviePartNm': '감독'}]"
20305089,박진영,감독,"[{'movieCd': '20184678', 'movieNm': '배반의 장미', 'moviePartNm': '감독'}, {'movieCd': '20184678', 'movieNm': '배반의 장미', 'moviePartNm': '제작'}, {'movieCd': '20184678', 'movieNm': '배반의 장미', 'moviePartNm': '각색'}]"
10056329,이시다 히로야스,감독,"[{'movieCd': '20187521', 'movieNm': '펭귄 하이웨이', 'moviePartNm': '감독'}, {'movieCd': '20158551', 'movieNm': '태양소년 이슬소녀', 'moviePartNm': '감독'}, {'movieCd': '20127789', 'movieNm': '비오는 마을', 'moviePartNm': '감독'}, {'movieCd': '20150079', 'movieNm': '후미코의 고백', 'moviePartNm': '감독'}, {'movieCd': '20179929', 'movieNm': '이시다 히로야스 X 아라이 요지로 특별전', 'moviePartNm': '감독'}]"
10086194,올리버 달리,감독,"[{'movieCd': '20180628', 'movieNm': '액슬', 'moviePartNm': '감독'}]"
20128773,김성훈,감독,"[{'movieCd': '20174981', 'movieNm': '창궐', 'moviePartNm': '감독'}, {'movieCd': '20174981', 'movieNm': '창궐', 'moviePartNm': '제작'}, {'movieCd': '20151228', 'movieNm': '공조', 'moviePartNm': '감독'}, {'movieCd': '20151228', 'movieNm': '공조', 'moviePartNm': '제작'}, {'movieCd': '20126583', 'movieNm': '마이 리틀 히어로', 'moviePartNm': '감독'}]"
10068277,존 추,감독,"[{'movieCd': '20182403', 'movieNm': '크레이지 리치 아시안', 'moviePartNm': '감독'}, {'movieCd': '20150203', 'movieNm': '나우 유 씨 미 2', 'moviePartNm': '감독'}, {'movieCd': '20113972', 'movieNm': '지.아이.조 2', 'moviePartNm': '감독'}, {'movieCd': '20113972', 'movieNm': '지.아이.조 2', 'moviePartNm': '프로듀서'}, {'movieCd': '20135784', 'movieNm': '저스틴 비버 : 네버 세이 네버', 'moviePartNm': '감독'}, {'movieCd': '20100382', 'movieNm': '스텝 업 3D', 'moviePartNm': '감독'}, {'movieCd': '20080149', 'movieNm': '스텝업 2 : 더 스트리트', 'moviePartNm': '감독'}]"
10077207,크리스 콜럼버스,감독,"[{'movieCd': '20158241', 'movieNm': '픽셀', 'moviePartNm': '감독'}, {'movieCd': '20090923', 'movieNm': '퍼시 잭슨과 번개 도둑', 'moviePartNm': '감독'}, {'movieCd': '20098230', 'movieNm': '아이 러브 유, 베스 쿠퍼', 'moviePartNm': '감독'}, {'movieCd': '20060039', 'movieNm': '렌트', 'moviePartNm': '감독'}, {'movieCd': '20020222', 'movieNm': '해리포터와 비밀의 방', 'moviePartNm': '감독'}, {'movieCd': '20010291', 'movieNm': '해리포터와 마법사의 돌', 'moviePartNm': '감독'}, {'movieCd': '20000087', 'movieNm': '바이센테니얼 맨', 'moviePartNm': '감독'}, {'movieCd': '19990114', 'movieNm': '스텝맘', 'moviePartNm': '감독'}, {'movieCd': '19950278', 'movieNm': '나인 먼쓰 ', 'moviePartNm': '감독'}, {'movieCd': '19950278', 'movieNm': '나인 먼쓰 ', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '19940085', 'movieNm': '미세스 다웃파이어 ', 'moviePartNm': '감독'}, {'movieCd': '19920389', 'movieNm': '나 홀로 집에 2', 'moviePartNm': '감독'}, {'movieCd': '19910355', 'movieNm': '나홀로 집에', 'moviePartNm': '감독'}, {'movieCd': '19880158', 'movieNm': '피라미드의 공포', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '19860106', 'movieNm': '구니스 ', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '19850106', 'movieNm': '그렘린 ', 'moviePartNm': '시나리오(각본)'}]"
20111735,이재규,감독,"[{'movieCd': '20177538', 'movieNm': '완벽한 타인', 'moviePartNm': '감독'}, {'movieCd': '20177538', 'movieNm': '완벽한 타인', 'moviePartNm': '기획'}, {'movieCd': '20177538', 'movieNm': '완벽한 타인', 'moviePartNm': '각색'}, {'movieCd': '20139183', 'movieNm': '역린', 'moviePartNm': '감독'}, {'movieCd': '20100800', 'movieNm': '인플루언스', 'moviePartNm': '감독'}, {'movieCd': '20100800', 'movieNm': '인플루언스', 'moviePartNm': '투자'}]"
10074505,칼 멘데스,감독,"[{'movieCd': '20181669', 'movieNm': '윌리', 'moviePartNm': '감독'}]"
10031865,브라이언 싱어,감독,"[{'movieCd': '20185485', 'movieNm': '보헤미안 랩소디', 'moviePartNm': '감독'}, {'movieCd': '20150523', 'movieNm': '엑스맨: 아포칼립스', 'moviePartNm': '감독'}, {'movieCd': '20147669', 'movieNm': '엑스맨: 데이즈 오브 퓨처 패스트', 'moviePartNm': '감독'}, {'movieCd': '20147669', 'movieNm': '엑스맨: 데이즈 오브 퓨처 패스트', 'moviePartNm': '프로듀서'}, {'movieCd': '20123641', 'movieNm': '잭 더 자이언트 킬러', 'moviePartNm': '감독'}, {'movieCd': '20071013', 'movieNm': '작전명 발키리', 'moviePartNm': '감독'}, {'movieCd': '20060148', 'movieNm': '수퍼맨 리턴즈', 'moviePartNm': '감독'}, {'movieCd': '20030053', 'movieNm': '엑스맨 2', 'moviePartNm': '감독'}, {'movieCd': '20000213', 'movieNm': '엑스맨', 'moviePartNm': '감독'}, {'movieCd': '19988430', 'movieNm': '죽음보다 무서운 비밀', 'moviePartNm': '감독'}, {'movieCd': '19960083', 'movieNm': '유주얼 서스펙트', 'moviePartNm': '감독'}]"
10058386,일라이 로스,감독,"[{'movieCd': '20181404', 'movieNm': '벽 속에 숨은 마법시계', 'moviePartNm': '감독'}, {'movieCd': '20189069', 'movieNm': '데스 위시', 'moviePartNm': '감독'}, {'movieCd': '20172862', 'movieNm': '그린 인페르노', 'moviePartNm': '감독'}, {'movieCd': '20158702', 'movieNm': '노크 노크', 'moviePartNm': '감독'}, {'movieCd': '20149881', 'movieNm': '애프터쇼크', 'moviePartNm': '배우'}, {'movieCd': '20080340', 'movieNm': '그라인드 하우스', 'moviePartNm': '감독'}, {'movieCd': '20081380', 'movieNm': '호스텔 2', 'moviePartNm': '감독'}, {'movieCd': '20070429', 'movieNm': '호스텔', 'moviePartNm': '감독'}, {'movieCd': '20021201', 'movieNm': '캐빈 피버', 'moviePartNm': '감독'}]"
10011631,데이빗 고든 그린,감독,"[{'movieCd': '20180987', 'movieNm': '할로윈', 'moviePartNm': '감독'}, {'movieCd': '20180140', 'movieNm': '스트롱거', 'moviePartNm': '감독'}, {'movieCd': '20156962', 'movieNm': '맹글혼', 'moviePartNm': '감독'}, {'movieCd': '20149411', 'movieNm': '조', 'moviePartNm': '감독'}, {'movieCd': '20148651', 'movieNm': '프린스 아발란체', 'moviePartNm': '감독'}, {'movieCd': '20136253', 'movieNm': '더 시터', 'moviePartNm': '감독'}, {'movieCd': '20136272', 'movieNm': '유어 하이니스', 'moviePartNm': '감독'}, {'movieCd': '20088329', 'movieNm': '파인애플 익스프레스', 'moviePartNm': '감독'}, {'movieCd': '20078597', 'movieNm': '스노우 엔젤스', 'moviePartNm': '감독'}, {'movieCd': '20031073', 'movieNm': '언더토우', 'moviePartNm': '감독'}, {'movieCd': '20031229', 'movieNm': '올 더 리얼 걸스', 'moviePartNm': '감독'}, {'movieCd': '20008407', 'movieNm': '조지 워싱턴', 'moviePartNm': '감독'}]"
10046021,앤드류 하얏트,감독,"[{'movieCd': '20181171', 'movieNm': '바울', 'moviePartNm': '감독'}]"
10058831,임진순,감독,"[{'movieCd': '20170513', 'movieNm': '동네사람들', 'moviePartNm': '감독'}, {'movieCd': '20170513', 'movieNm': '동네사람들', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20125430', 'movieNm': '슈퍼스타', 'moviePartNm': '감독'}, {'movieCd': '20125430', 'movieNm': '슈퍼스타', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20125430', 'movieNm': '슈퍼스타', 'moviePartNm': '제작'}, {'movieCd': '20125430', 'movieNm': '슈퍼스타', 'moviePartNm': '기획'}, {'movieCd': '20020164', 'movieNm': '해적 디스코왕 되다', 'moviePartNm': '조감독'}, {'movieCd': '19991149', 'movieNm': '일월영측', 'moviePartNm': '감독'}, {'movieCd': '20113072', 'movieNm': '원격조정', 'moviePartNm': '감독'}]"
20125835,유영선,감독,"[{'movieCd': '20126670', 'movieNm': '밀크보이즈', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20124092', 'movieNm': '어둠의 저편(가제)', 'moviePartNm': '감독'}, {'movieCd': '20124092', 'movieNm': '어둠의 저편(가제)', 'moviePartNm': '시나리오(각본)'}]"
10024774,마틴 코틱,감독,"[{'movieCd': '20183063', 'movieNm': '박물관이 진짜 살아있다', 'moviePartNm': '감독'}]"
10045012,아리 산델,감독,"[{'movieCd': '20182693', 'movieNm': '구스범스: 몬스터의 역습', 'moviePartNm': '감독'}, {'movieCd': '20161566', 'movieNm': '퀸카가 아니어도 좋아', 'moviePartNm': '감독'}, {'movieCd': '20068915', 'movieNm': '와일드 웨스트 코미디 쇼', 'moviePartNm': '감독'}]"
20100014,데이빗 예이츠,감독,"[{'movieCd': '20176814', 'movieNm': '신비한 동물들과 그린델왈드의 범죄', 'moviePartNm': '감독'}, {'movieCd': '20162365', 'movieNm': '신비한 동물사전', 'moviePartNm': '감독'}, {'movieCd': '20163661', 'movieNm': '레전드 오브 타잔', 'moviePartNm': '감독'}, {'movieCd': '20111009', 'movieNm': '해리포터와 죽음의 성물2', 'moviePartNm': '감독'}, {'movieCd': '20101224', 'movieNm': '해리 포터와 죽음의 성물1', 'moviePartNm': '감독'}, {'movieCd': '20090379', 'movieNm': '해리 포터와 혼혈 왕자', 'moviePartNm': '감독'}, {'movieCd': '20070063', 'movieNm': '해리 포터와 불사조 기사단', 'moviePartNm': '감독'}, {'movieCd': '20051229', 'movieNm': '카페의 소녀', 'moviePartNm': '감독'}]"
20311772,박준수,감독,"[{'movieCd': '20193275', 'movieNm': '브링 더 소울 : 더 무비', 'moviePartNm': '감독'}, {'movieCd': '20183050', 'movieNm': '번 더 스테이지: 더 무비', 'moviePartNm': '감독'}]"
20304809,김민호,감독,"[{'movieCd': '20184481', 'movieNm': '성난황소', 'moviePartNm': '감독'}, {'movieCd': '20184481', 'movieNm': '성난황소', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20184481', 'movieNm': '성난황소', 'moviePartNm': '기획'}]"
20311469,우시지마 신이치로,감독,"[{'movieCd': '20186822', 'movieNm': '너의 췌장을 먹고 싶어', 'moviePartNm': '감독'}]"
10025466,막심 볼코브,감독,"[{'movieCd': '20183009', 'movieNm': '로빈슨의 언더워터 어드벤처', 'moviePartNm': '감독'}, {'movieCd': '20171369', 'movieNm': '매직울프', 'moviePartNm': '감독'}]"
10013865,라세 할스트롬,감독,"[{'movieCd': '20189843', 'movieNm': '호두까기 인형과 4개의 왕국', 'moviePartNm': '감독'}, {'movieCd': '20183073', 'movieNm': '베일리 어게인', 'moviePartNm': '감독'}, {'movieCd': '20156128', 'movieNm': '로맨틱 레시피', 'moviePartNm': '감독'}, {'movieCd': '20133760', 'movieNm': '세이프 헤이븐', 'moviePartNm': '감독'}, {'movieCd': '20149828', 'movieNm': '최면 전문의', 'moviePartNm': '감독'}, {'movieCd': '20149388', 'movieNm': '사막에서 연어낚시', 'moviePartNm': '감독'}, {'movieCd': '20100098', 'movieNm': '디어 존', 'moviePartNm': '감독'}, {'movieCd': '20100039', 'movieNm': '하치 이야기', 'moviePartNm': '감독'}, {'movieCd': '20068824', 'movieNm': '혹스: 욕망의 법칙', 'moviePartNm': '감독'}, {'movieCd': '20060026', 'movieNm': '카사노바', 'moviePartNm': '감독'}, {'movieCd': '20058989', 'movieNm': '언피니쉬드 라이프', 'moviePartNm': '감독'}, {'movieCd': '20072189', 'movieNm': '쉬핑 뉴스', 'moviePartNm': '감독'}, {'movieCd': '20008116', 'movieNm': '초콜릿', 'moviePartNm': '감독'}, {'movieCd': '20000178', 'movieNm': '사이더 하우스', 'moviePartNm': '감독'}, {'movieCd': '19950374', 'movieNm': '줄리아 로버츠의 사랑게임', 'moviePartNm': '감독'}, {'movieCd': '20040805', 'movieNm': '길버트 그레이프', 'moviePartNm': '감독'}, {'movieCd': '19790103', 'movieNm': '아바', 'moviePartNm': '감독'}]"
10070285,허버트 베일란드,감독,"[{'movieCd': '20183043', 'movieNm': '캡틴 샤키', 'moviePartNm': '감독'}, {'movieCd': '20150255', 'movieNm': '리틀드래곤 코코넛', 'moviePartNm': '감독'}]"
10063620,제이슨 라이트맨,감독,"[{'movieCd': '20196763', 'movieNm': '고스트버스터즈 2020', 'moviePartNm': '감독'}, {'movieCd': '20182669', 'movieNm': '툴리', 'moviePartNm': '감독'}, {'movieCd': '20157236', 'movieNm': '멘, 우먼 & 칠드런', 'moviePartNm': '감독'}, {'movieCd': '20140024', 'movieNm': '레이버 데이', 'moviePartNm': '감독'}, {'movieCd': '20136046', 'movieNm': '영 어덜트', 'moviePartNm': '감독'}, {'movieCd': '20100104', 'movieNm': '인 디 에어', 'moviePartNm': '감독'}, {'movieCd': '20080054', 'movieNm': '주노', 'moviePartNm': '감독'}, {'movieCd': '20058300', 'movieNm': '흡연, 감사합니다', 'moviePartNm': '감독'}]"
