directorCd,directorNm,repRoleNm,filmos
10072117,최국희,감독,"[{'movieCd': '20177552', 'movieNm': '국가부도의 날', 'moviePartNm': '감독'}, {'movieCd': '20163521', 'movieNm': '스플릿', 'moviePartNm': '감독'}, {'movieCd': '20163521', 'movieNm': '스플릿', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20060298', 'movieNm': '8월의 일요일들', 'moviePartNm': '배우'}, {'movieCd': '20050106', 'movieNm': '극장전', 'moviePartNm': '연출팀'}, {'movieCd': '20080359', 'movieNm': '그날 밤의 축제', 'moviePartNm': '감독'}, {'movieCd': '20080359', 'movieNm': '그날 밤의 축제', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20163022', 'movieNm': '삶은 전진하고', 'moviePartNm': '감독'}, {'movieCd': '20163023', 'movieNm': '청춘, 외대앞', 'moviePartNm': '감독'}, {'movieCd': '20021017', 'movieNm': '블루 디코딩', 'moviePartNm': '감독'}]"
10009928,오토 바서스트,감독,"[{'movieCd': '20181905', 'movieNm': '후드', 'moviePartNm': '감독'}]"
10032981,빅터 아즈에프,감독,"[{'movieCd': '20182966', 'movieNm': '투 프렌즈', 'moviePartNm': '감독'}]"
20178840,페드 알바레즈,감독,"[{'movieCd': '20183007', 'movieNm': '거미줄에 걸린 소녀', 'moviePartNm': '감독'}, {'movieCd': '20167481', 'movieNm': '맨 인 더 다크', 'moviePartNm': '감독'}, {'movieCd': '20133165', 'movieNm': '이블 데드', 'moviePartNm': '감독'}]"
10054870,이권,감독,"[{'movieCd': '20179230', 'movieNm': '도어락', 'moviePartNm': '감독'}, {'movieCd': '20179230', 'movieNm': '도어락', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20141598', 'movieNm': '타이밍', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20149441', 'movieNm': '내 연애의 기억', 'moviePartNm': '감독'}, {'movieCd': '20149441', 'movieNm': '내 연애의 기억', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20070023', 'movieNm': '어깨 너머의 연인', 'moviePartNm': '광고디자인'}, {'movieCd': '20070293', 'movieNm': '꽃미남 연쇄 테러 사건', 'moviePartNm': '감독'}, {'movieCd': '20070293', 'movieNm': '꽃미남 연쇄 테러 사건', 'moviePartNm': '스토리보드'}, {'movieCd': '20020197', 'movieNm': '서프라이즈', 'moviePartNm': '스토리보드'}, {'movieCd': '20010007', 'movieNm': '고양이를 부탁해', 'moviePartNm': '스토리보드'}, {'movieCd': '20010007', 'movieNm': '고양이를 부탁해', 'moviePartNm': '예고편'}, {'movieCd': '20028670', 'movieNm': '겁쟁이들이 더 흉폭하다', 'moviePartNm': '감독'}]"
10051181,크리스찬 리버스,감독,"[{'movieCd': '20178825', 'movieNm': '모털 엔진', 'moviePartNm': '감독'}]"
10054516,윤준상,감독,"[{'movieCd': '20183745', 'movieNm': '런닝맨 : 풀룰루의 역습', 'moviePartNm': '감독'}, {'movieCd': '20060912', 'movieNm': '초혼', 'moviePartNm': '감독'}, {'movieCd': '20060912', 'movieNm': '초혼', 'moviePartNm': '편집'}, {'movieCd': '20060912', 'movieNm': '초혼', 'moviePartNm': '스토리보드'}, {'movieCd': '20060912', 'movieNm': '초혼', 'moviePartNm': '시나리오(각본)'}]"
20311974,강유선,감독,"[{'movieCd': '20183650', 'movieNm': '번개맨의 비밀', 'moviePartNm': '감독'}]"
10023306,도노반 마시,감독,"[{'movieCd': '20183288', 'movieNm': '헌터 킬러', 'moviePartNm': '감독'}]"
10062679,밥 퍼시케티,감독,"[{'movieCd': '20183238', 'movieNm': '스파이더맨: 뉴 유니버스', 'moviePartNm': '감독'}]"
10000946,강형철,감독,"[{'movieCd': '20175547', 'movieNm': '스윙키즈', 'moviePartNm': '감독'}, {'movieCd': '20175547', 'movieNm': '스윙키즈', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20134804', 'movieNm': '타짜-신의 손', 'moviePartNm': '감독'}, {'movieCd': '20134804', 'movieNm': '타짜-신의 손', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20111250', 'movieNm': '써니 감독판', 'moviePartNm': '감독'}, {'movieCd': '20111250', 'movieNm': '써니 감독판', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20110193', 'movieNm': '써니', 'moviePartNm': '감독'}, {'movieCd': '20110193', 'movieNm': '써니', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20081672', 'movieNm': '과속스캔들', 'moviePartNm': '감독'}, {'movieCd': '20081672', 'movieNm': '과속스캔들', 'moviePartNm': '시나리오(각본)'}]"
10083870,폴 페이그,감독,"[{'movieCd': '20182082', 'movieNm': '부탁 하나만 들어줘', 'moviePartNm': '감독'}, {'movieCd': '20162404', 'movieNm': '고스트버스터즈', 'moviePartNm': '감독'}, {'movieCd': '20158621', 'movieNm': '스파이', 'moviePartNm': '감독'}, {'movieCd': '20136889', 'movieNm': '더 히트', 'moviePartNm': '감독'}, {'movieCd': '20112121', 'movieNm': '내 여자친구의 결혼식', 'moviePartNm': '감독'}, {'movieCd': '20068793', 'movieNm': '성탄절 전야의 공항 대소동', 'moviePartNm': '감독'}, {'movieCd': '20031050', 'movieNm': '아이 엠 데이빗', 'moviePartNm': '감독'}]"
10062703,제니퍼 웨스트콧,감독,"[{'movieCd': '20183685', 'movieNm': '엘리엇과 산타 썰매단', 'moviePartNm': '감독'}]"
10064265,제임스 완,감독,"[{'movieCd': '20180290', 'movieNm': '아쿠아맨', 'moviePartNm': '감독'}, {'movieCd': '20161081', 'movieNm': '애나벨 : 인형의 주인', 'moviePartNm': '제작'}, {'movieCd': '20162941', 'movieNm': '컨저링 2', 'moviePartNm': '감독'}, {'movieCd': '20143580', 'movieNm': '분노의 질주: 더 세븐', 'moviePartNm': '감독'}, {'movieCd': '20135657', 'movieNm': '인시디어스: 두번째 집', 'moviePartNm': '감독'}, {'movieCd': '20131381', 'movieNm': '컨저링', 'moviePartNm': '감독'}, {'movieCd': '20127446', 'movieNm': '인시디어스', 'moviePartNm': '감독'}, {'movieCd': '20078495', 'movieNm': '데드 사일런스', 'moviePartNm': '감독'}, {'movieCd': '20050014', 'movieNm': '쏘우', 'moviePartNm': '감독'}]"
20111283,우민호,감독,"[{'movieCd': '20180939', 'movieNm': '남산의 부장들', 'moviePartNm': '감독'}, {'movieCd': '20180939', 'movieNm': '남산의 부장들', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20168773', 'movieNm': '마약왕', 'moviePartNm': '감독'}, {'movieCd': '20168773', 'movieNm': '마약왕', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20168773', 'movieNm': '마약왕', 'moviePartNm': '제작'}, {'movieCd': '20150025', 'movieNm': '내부자들: 디 오리지널', 'moviePartNm': '감독'}, {'movieCd': '20149314', 'movieNm': '내부자들', 'moviePartNm': '감독'}, {'movieCd': '20149314', 'movieNm': '내부자들', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20124400', 'movieNm': '간첩', 'moviePartNm': '감독'}, {'movieCd': '20124400', 'movieNm': '간첩', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20100353', 'movieNm': '파괴된 사나이', 'moviePartNm': '감독'}, {'movieCd': '20100353', 'movieNm': '파괴된 사나이', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20060876', 'movieNm': '누가 예수를 죽였는가?', 'moviePartNm': '감독'}, {'movieCd': '20060876', 'movieNm': '누가 예수를 죽였는가?', 'moviePartNm': '시나리오(각본)'}]"
20114371,타카하시 와타루,감독,"[{'movieCd': '20183479', 'movieNm': '극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~', 'moviePartNm': '감독'}, {'movieCd': '20167285', 'movieNm': '짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격', 'moviePartNm': '감독'}, {'movieCd': '20158461', 'movieNm': '짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습', 'moviePartNm': '감독'}, {'movieCd': '20112163', 'movieNm': '극장판 아따맘마3D : 엄마는 초능력자', 'moviePartNm': '감독'}]"
10050389,야지마 테츠오,감독,"[{'movieCd': '20183375', 'movieNm': '극장판 포켓몬스터 모두의 이야기', 'moviePartNm': '감독'}]"
10004291,김병우,감독,"[{'movieCd': '20170658', 'movieNm': 'PMC: 더 벙커', 'moviePartNm': '감독'}, {'movieCd': '20170658', 'movieNm': 'PMC: 더 벙커', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20136052', 'movieNm': '더 테러 라이브', 'moviePartNm': '감독'}, {'movieCd': '20136052', 'movieNm': '더 테러 라이브', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20070587', 'movieNm': '리튼', 'moviePartNm': '감독'}, {'movieCd': '20070587', 'movieNm': '리튼', 'moviePartNm': '편집'}, {'movieCd': '20070587', 'movieNm': '리튼', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20031146', 'movieNm': '아나모픽', 'moviePartNm': '감독'}, {'movieCd': '20031146', 'movieNm': '아나모픽', 'moviePartNm': '시나리오(각본)'}]"
20245489,트래비스 나이트,감독,"[{'movieCd': '20186281', 'movieNm': '범블비', 'moviePartNm': '감독'}, {'movieCd': '20160781', 'movieNm': '쿠보와 전설의 악기', 'moviePartNm': '감독'}]"
20312035,한상호,감독,"[{'movieCd': '20183785', 'movieNm': '점박이 한반도의 공룡2 : 새로운 낙원', 'moviePartNm': '감독'}, {'movieCd': '20183785', 'movieNm': '점박이 한반도의 공룡2 : 새로운 낙원', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20183785', 'movieNm': '점박이 한반도의 공룡2 : 새로운 낙원', 'moviePartNm': '원작'}, {'movieCd': '20183785', 'movieNm': '점박이 한반도의 공룡2 : 새로운 낙원', 'moviePartNm': '각색'}, {'movieCd': '20100215', 'movieNm': '점박이:한반도의 공룡3D', 'moviePartNm': '감독'}, {'movieCd': '20100215', 'movieNm': '점박이:한반도의 공룡3D', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20100215', 'movieNm': '점박이:한반도의 공룡3D', 'moviePartNm': '기획'}]"
20121802,리치 무어,감독,"[{'movieCd': '20189463', 'movieNm': '주먹왕 랄프 2: 인터넷 속으로', 'moviePartNm': '감독'}, {'movieCd': '20155501', 'movieNm': '주토피아', 'moviePartNm': '감독'}, {'movieCd': '20129388', 'movieNm': '주먹왕 랄프', 'moviePartNm': '감독'}, {'movieCd': '19998077', 'movieNm': '심슨 가족', 'moviePartNm': '감독'}, {'movieCd': '19998175', 'movieNm': '퓨쳐라마', 'moviePartNm': '감독'}]"
10000970,강효진,감독,"[{'movieCd': '20176251', 'movieNm': '내안의 그놈', 'moviePartNm': '감독'}, {'movieCd': '20189122', 'movieNm': '양아치 느와르', 'moviePartNm': '감독'}, {'movieCd': '20189122', 'movieNm': '양아치 느와르', 'moviePartNm': '제작'}, {'movieCd': '20189122', 'movieNm': '양아치 느와르', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20162970', 'movieNm': '폭력의 법칙: 나쁜 피 두 번째 이야기', 'moviePartNm': '감독'}, {'movieCd': '20162970', 'movieNm': '폭력의 법칙: 나쁜 피 두 번째 이야기', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20162970', 'movieNm': '폭력의 법칙: 나쁜 피 두 번째 이야기', 'moviePartNm': '작사/작곡/편곡'}, {'movieCd': '20162970', 'movieNm': '폭력의 법칙: 나쁜 피 두 번째 이야기', 'moviePartNm': '제작'}, {'movieCd': '20162970', 'movieNm': '폭력의 법칙: 나쁜 피 두 번째 이야기', 'moviePartNm': '기획'}, {'movieCd': '20143513', 'movieNm': '미쓰 와이프', 'moviePartNm': '감독'}, {'movieCd': '20143513', 'movieNm': '미쓰 와이프', 'moviePartNm': '각색'}, {'movieCd': '20128506', 'movieNm': '나쁜 피', 'moviePartNm': '감독'}, {'movieCd': '20128506', 'movieNm': '나쁜 피', 'moviePartNm': '배우'}, {'movieCd': '20128506', 'movieNm': '나쁜 피', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20128506', 'movieNm': '나쁜 피', 'moviePartNm': '제작'}, {'movieCd': '20090939', 'movieNm': '육혈포 강도단', 'moviePartNm': '감독'}, {'movieCd': '20090939', 'movieNm': '육혈포 강도단', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20070500', 'movieNm': '펀치레이디', 'moviePartNm': '감독'}, {'movieCd': '20070500', 'movieNm': '펀치레이디', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20081125', 'movieNm': '맨손으로 죽여라?', 'moviePartNm': '감독'}, {'movieCd': '20081125', 'movieNm': '맨손으로 죽여라?', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20010014', 'movieNm': '조폭마누라', 'moviePartNm': '시나리오(각본)'}]"
10086073,피터 패럴리,감독,"[{'movieCd': '20184574', 'movieNm': '그린 북', 'moviePartNm': '감독'}, {'movieCd': '20149287', 'movieNm': '덤 앤 더머 투', 'moviePartNm': '감독'}, {'movieCd': '20135112', 'movieNm': '바보 삼총사', 'moviePartNm': '감독'}, {'movieCd': '20135795', 'movieNm': '홀 패스', 'moviePartNm': '감독'}, {'movieCd': '20078497', 'movieNm': '하트브레이크 키드', 'moviePartNm': '감독'}, {'movieCd': '20050249', 'movieNm': '날 미치게하는 남자', 'moviePartNm': '감독'}, {'movieCd': '20040493', 'movieNm': '붙어야 산다', 'moviePartNm': '감독'}, {'movieCd': '20020077', 'movieNm': '내겐 너무 가벼운 그녀', 'moviePartNm': '감독'}, {'movieCd': '20000237', 'movieNm': '미, 마이셀프 앤드 아이린', 'moviePartNm': '감독'}, {'movieCd': '19980220', 'movieNm': '메리에겐 뭔가 특별한 것이 있다 ', 'moviePartNm': '감독'}, {'movieCd': '19960332', 'movieNm': '킹 핀 ', 'moviePartNm': '감독'}, {'movieCd': '19940423', 'movieNm': '덤 앤 더머 ', 'moviePartNm': '감독'}, {'movieCd': '19940423', 'movieNm': '덤 앤 더머 ', 'moviePartNm': '시나리오(각본)'}]"
10091491,M. 나이트 샤말란,감독,"[{'movieCd': '20182544', 'movieNm': '글래스', 'moviePartNm': '감독'}, {'movieCd': '20170241', 'movieNm': '23 아이덴티티', 'moviePartNm': '감독'}, {'movieCd': '20155639', 'movieNm': '더 비지트', 'moviePartNm': '감독'}, {'movieCd': '20137426', 'movieNm': '애프터 어스', 'moviePartNm': '감독'}, {'movieCd': '20100767', 'movieNm': '라스트 에어벤더', 'moviePartNm': '감독'}, {'movieCd': '20080829', 'movieNm': '해프닝', 'moviePartNm': '감독'}, {'movieCd': '20060215', 'movieNm': '레이디 인 더 워터', 'moviePartNm': '감독'}, {'movieCd': '20040650', 'movieNm': '빌리지', 'moviePartNm': '감독'}, {'movieCd': '20020214', 'movieNm': '싸인', 'moviePartNm': '감독'}, {'movieCd': '20000313', 'movieNm': '언브레이커블', 'moviePartNm': '감독'}, {'movieCd': '19990265', 'movieNm': '식스 센스', 'moviePartNm': '감독'}, {'movieCd': '19988034', 'movieNm': '와이드 어웨이크', 'moviePartNm': '감독'}]"
10089218,호소다 마모루,감독,"[{'movieCd': '20182588', 'movieNm': '미래의 미라이', 'moviePartNm': '감독'}, {'movieCd': '20157175', 'movieNm': '괴물의 아이', 'moviePartNm': '감독'}, {'movieCd': '20127494', 'movieNm': '늑대아이', 'moviePartNm': '감독'}, {'movieCd': '20090445', 'movieNm': '썸머 워즈', 'moviePartNm': '감독'}, {'movieCd': '20070216', 'movieNm': '시간을 달리는 소녀', 'moviePartNm': '감독'}, {'movieCd': '20058729', 'movieNm': '원피스 6기 극장판 : 오마츠리 남작과 비밀의 섬', 'moviePartNm': '감독'}, {'movieCd': '20137381', 'movieNm': '게게게 키타로: 키타로의 유령전철', 'moviePartNm': '감독'}]"
10077612,크리스토퍼 젠킨스,감독,"[{'movieCd': '20182044', 'movieNm': '구스 베이비', 'moviePartNm': '감독'}, {'movieCd': '20140145', 'movieNm': '홈', 'moviePartNm': '제작'}, {'movieCd': '20070117', 'movieNm': '서핑 업', 'moviePartNm': '제작'}, {'movieCd': '19970201', 'movieNm': '월트디즈니의 헤라클레스 ', 'moviePartNm': '애니메이션팀'}, {'movieCd': '19960218', 'movieNm': '월트디즈니의 노틀담의 꼽추 ', 'moviePartNm': '애니메이션팀'}, {'movieCd': '19940256', 'movieNm': '라이온 킹', 'moviePartNm': '애니메이션팀'}, {'movieCd': '20135974', 'movieNm': '알라딘', 'moviePartNm': '애니메이션팀'}, {'movieCd': '19920231', 'movieNm': '미녀와 야수', 'moviePartNm': '애니메이션팀'}, {'movieCd': '19970306', 'movieNm': '인어공주 ', 'moviePartNm': '애니메이션팀'}]"
20125862,이병헌,감독,"[{'movieCd': '20182530', 'movieNm': '극한직업', 'moviePartNm': '감독'}, {'movieCd': '20177005', 'movieNm': '레슬러', 'moviePartNm': '각색'}, {'movieCd': '20153447', 'movieNm': '바람 바람 바람', 'moviePartNm': '감독'}, {'movieCd': '20153447', 'movieNm': '바람 바람 바람', 'moviePartNm': '각색'}, {'movieCd': '20148845', 'movieNm': '스물', 'moviePartNm': '감독'}, {'movieCd': '20148845', 'movieNm': '스물', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20142407', 'movieNm': '오늘의 연애', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20134804', 'movieNm': '타짜-신의 손', 'moviePartNm': '각색'}, {'movieCd': '20122123', 'movieNm': '힘내세요, 병헌씨', 'moviePartNm': '감독'}, {'movieCd': '20122123', 'movieNm': '힘내세요, 병헌씨', 'moviePartNm': '배우'}, {'movieCd': '20122123', 'movieNm': '힘내세요, 병헌씨', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20122123', 'movieNm': '힘내세요, 병헌씨', 'moviePartNm': '제작'}, {'movieCd': '20113636', 'movieNm': '네버엔딩 스토리', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20110193', 'movieNm': '써니', 'moviePartNm': '스크립터'}, {'movieCd': '20110193', 'movieNm': '써니', 'moviePartNm': '각색'}, {'movieCd': '20081672', 'movieNm': '과속스캔들', 'moviePartNm': '각색'}, {'movieCd': '20128616', 'movieNm': '냄새는 난다', 'moviePartNm': '감독'}]"
20285309,심달기,감독,"[{'movieCd': '20181416', 'movieNm': '유열의 음악앨범', 'moviePartNm': '배우'}, {'movieCd': '20187981', 'movieNm': '배심원들', 'moviePartNm': '배우'}, {'movieCd': '20183369', 'movieNm': '동아', 'moviePartNm': '배우'}, {'movieCd': '20183350', 'movieNm': '미나', 'moviePartNm': '배우'}, {'movieCd': '20180694', 'movieNm': '세 마리', 'moviePartNm': '배우'}, {'movieCd': '20197508', 'movieNm': '인서트', 'moviePartNm': '배우'}, {'movieCd': '20183444', 'movieNm': '흉', 'moviePartNm': '배우'}, {'movieCd': '20175928', 'movieNm': '아무개의 잠재의식과 영역', 'moviePartNm': '감독'}, {'movieCd': '20192664', 'movieNm': '페르소나', 'moviePartNm': '배우'}]"
20193013,강상우,감독,"[{'movieCd': '20181104', 'movieNm': '김군', 'moviePartNm': '감독'}, {'movieCd': '20181104', 'movieNm': '김군', 'moviePartNm': '촬영'}, {'movieCd': '20181104', 'movieNm': '김군', 'moviePartNm': '편집'}, {'movieCd': '20132801', 'movieNm': '파스카', 'moviePartNm': '데이타매니저'}, {'movieCd': '20123662', 'movieNm': '만신', 'moviePartNm': '연출팀'}, {'movieCd': '20101269', 'movieNm': '백서', 'moviePartNm': '감독'}, {'movieCd': '20190798', 'movieNm': '우리는 없는 것처럼', 'moviePartNm': '감독'}, {'movieCd': '20190797', 'movieNm': '안마도', 'moviePartNm': '감독'}, {'movieCd': '20145469', 'movieNm': '클린 미', 'moviePartNm': '감독'}, {'movieCd': '20190805', 'movieNm': '어느 게이 소년의 죽음', 'moviePartNm': '감독'}, {'movieCd': '20190799', 'movieNm': '5월 단편 상상극장-강상우 감독전', 'moviePartNm': '감독'}, {'movieCd': '20157043', 'movieNm': '개막작 - 2015 전북독립영화제', 'moviePartNm': '감독'}, {'movieCd': '20151043', 'movieNm': '제14회 미쟝센 단편영화제 비정성시1', 'moviePartNm': '감독'}, {'movieCd': '20151330', 'movieNm': '제15회 한국 퀴어 영화제 국내단편2 : 나를 찾는 욕망', 'moviePartNm': '감독'}, {'movieCd': '20156847', 'movieNm': '욕망의 밀회', 'moviePartNm': '감독'}, {'movieCd': '20150333', 'movieNm': '인디포럼2015 고백의 기술', 'moviePartNm': '감독'}]"
10043130,안드레스 코투리어,감독,"[{'movieCd': '20189385', 'movieNm': '몬스터 파크', 'moviePartNm': '감독'}]"
20183664,한준희,감독,"[{'movieCd': '20180868', 'movieNm': '뺑반', 'moviePartNm': '감독'}, {'movieCd': '20180868', 'movieNm': '뺑반', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20149266', 'movieNm': '차이나타운', 'moviePartNm': '감독'}, {'movieCd': '20149266', 'movieNm': '차이나타운', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20134407', 'movieNm': '사이코메트리', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20139622', 'movieNm': '시나리오 가이드', 'moviePartNm': '감독'}, {'movieCd': '20139622', 'movieNm': '시나리오 가이드', 'moviePartNm': '시나리오(각본)'}]"
10013583,딘 데블로이스,감독,"[{'movieCd': '20186261', 'movieNm': '드래곤 길들이기 3', 'moviePartNm': '감독'}, {'movieCd': '20186261', 'movieNm': '드래곤 길들이기 3', 'moviePartNm': '시나리오(각본)'}, {'movieCd': '20131248', 'movieNm': '드래곤 길들이기 2', 'moviePartNm': '감독'}, {'movieCd': '20100190', 'movieNm': '드래곤 길들이기', 'moviePartNm': '감독'}, {'movieCd': '20078035', 'movieNm': '헤이마', 'moviePartNm': '감독'}, {'movieCd': '20020152', 'movieNm': '릴로와 스티치', 'moviePartNm': '감독'}]"
10006823,나딘 라바키,감독,"[{'movieCd': '20184896', 'movieNm': '가버나움', 'moviePartNm': '감독'}, {'movieCd': '20184896', 'movieNm': '가버나움', 'moviePartNm': '배우'}, {'movieCd': '20159041', 'movieNm': '사랑해, 리우', 'moviePartNm': '감독'}, {'movieCd': '20080477', 'movieNm': '카라멜', 'moviePartNm': '감독'}, {'movieCd': '20080477', 'movieNm': '카라멜', 'moviePartNm': '배우'}]"
10016605,로버트 로드리게즈,감독,"[{'movieCd': '20188282', 'movieNm': '알리타: 배틀 엔젤', 'moviePartNm': '감독'}, {'movieCd': '20134069', 'movieNm': '씬 시티: 다크히어로의 부활', 'moviePartNm': '감독'}, {'movieCd': '20135464', 'movieNm': '마세티 킬즈', 'moviePartNm': '감독'}, {'movieCd': '20134002', 'movieNm': '스파이키드4 : 올더타임인더월드', 'moviePartNm': '감독'}, {'movieCd': '20119999', 'movieNm': '마셰티', 'moviePartNm': '감독'}, {'movieCd': '20098242', 'movieNm': '쇼츠', 'moviePartNm': '감독'}, {'movieCd': '20080877', 'movieNm': '플래닛 테러', 'moviePartNm': '감독'}, {'movieCd': '20080340', 'movieNm': '그라인드 하우스', 'moviePartNm': '감독'}, {'movieCd': '20050147', 'movieNm': '샤크보이와 라바걸의 모험 : 3-D', 'moviePartNm': '감독'}, {'movieCd': '20040459', 'movieNm': '스파이 키드 3D', 'moviePartNm': '감독'}, {'movieCd': '20072172', 'movieNm': '원스 어폰 어 타임 인 멕시코 ', 'moviePartNm': '감독'}, {'movieCd': '20030261', 'movieNm': '스파이 키드 2', 'moviePartNm': '감독'}, {'movieCd': '20010222', 'movieNm': '스파이 키드', 'moviePartNm': '감독'}, {'movieCd': '19990200', 'movieNm': '패컬티', 'moviePartNm': '감독'}, {'movieCd': '19980210', 'movieNm': '황혼에서 새벽까지', 'moviePartNm': '감독'}, {'movieCd': '19960136', 'movieNm': '포 룸 ', 'moviePartNm': '감독'}, {'movieCd': '20136053', 'movieNm': '엘 마리아치', 'moviePartNm': '감독'}]"
20327892,이한상,감독,"[{'movieCd': '20193845', 'movieNm': '인터뷰', 'moviePartNm': '감독'}]"
20288290,이한조,감독,"[{'movieCd': '20177244', 'movieNm': '악질', 'moviePartNm': '감독'}]"
10022687,마이크 미첼,감독,"[{'movieCd': '20185444', 'movieNm': '레고 무비2', 'moviePartNm': '감독'}, {'movieCd': '20161744', 'movieNm': '트롤', 'moviePartNm': '감독'}, {'movieCd': '20113311', 'movieNm': '앨빈과 슈퍼밴드3', 'moviePartNm': '감독'}, {'movieCd': '20100333', 'movieNm': '슈렉 포에버', 'moviePartNm': '감독'}, {'movieCd': '20058064', 'movieNm': '스카이 하이', 'moviePartNm': '감독'}, {'movieCd': '20040746', 'movieNm': '서바이빙 크리스마스', 'moviePartNm': '감독'}, {'movieCd': '20000277', 'movieNm': '듀스 비갈로', 'moviePartNm': '감독'}]"
10077478,크리스토퍼 랜던,감독,"[{'movieCd': '20195915', 'movieNm': '해피 데스데이 2 유', 'moviePartNm': '감독'}, {'movieCd': '20174622', 'movieNm': '해피 데스데이', 'moviePartNm': '감독'}, {'movieCd': '20149422', 'movieNm': '파라노말 액티비티 : 더 마크드 원스', 'moviePartNm': '감독'}]"
